Item ID,Short Title,Title,Year,Period,Vegetated strip description info,Nation,Study country,Study location,Latitude,Longitude,Outcomes
29261346,Kumar (2009),Agroforestry and grass buffers for improving soil hydraulic properties and reducing runoff and sediment losses from grazed pastures,2009,2005-2009,agroforestry buffer,USA,"Missouri, USA","Horticulture and Agroforestry Research Center (HARC) in New Franklin (3902’N, 9246’W, 195 m)",39.033333,-92.766667,Soil Physical;Soil Physical
29261347,Gill (2013),Development of best-practices for conserving beneficial insects within Iowa's agricultural landscape,2013,2010-2014,buffer strip,USA,"Iowa, USA",Iowa,42.154108,-93.569796,Social
29261349,Gill (2013),Development of best-practices for conserving beneficial insects within Iowa's agricultural landscape,2013,2010-2014,buffer strip,USA,"Iowa, USA",120km radius of Iowa State University,42.026619,-93.646465,Biodiversity;Ecosystem Functioning
29273213,Marshall (2002),"Field boundary habitats for wildlife, crop, and environmental protection",2002,2000-2004,field boundary,Multiple,"France, the Netherlands, UK, Germany, Italy","near Rennes (France), Wageningen (the Netherlands) and Bristol (U.K.), Gottingen (Germany) and Padova (ltaly).",multiple,multiple,Biodiversity
29280697,Moore (2010),Biodiversity and conservation biological control: Do buffer strips with wildflowers enhance natural enemies in neighboring crop habitats?,2010,2010-2014,grass strip,USA,"Maryland, USA","Central Maryland Education and Research Center - Beltsville Facility, Beltsville",39.2563,-76.927516,Human Use
29326022,Smith (2015),Coccinellid abundance in shelterbelts is affected more by adjacent crop type and aphid abundance than vegetation characteristics,2015,2015-2016,shelterbelt,Australia,"Victoria, Australia","2km Southeast of Yarra glen, Yarra Valley, approximately 40 km north-east of Melbourne, Australia, around 80 m",-37.708019,145.302711,Biodiversity;Human Use
29391840,Stoate (2001),Cultural ecology of Whitethroat (Sylvia communis) habitat management by farmers: Field-boundary vegetation in lowland England,2001,2000-2004,field boundary,UK,UK,southern Wiltshire and north-east Dorset,50.703101,-2.363277,Social
29414811,Wearing (2011),"Impacts of shelter tree species on the pest status of oystershell scale (Diaspidiotus ostreaeformis Hem: Diaspididae) in Central Otago, and options for integrated pest management",2011,2010-2014,shelter tree,New Zealand,New Zealand,"Clyde Research Centre, Otago",-45.517879,170.143407,Human Use
30503720,Kim (2008),Nitrous oxide and methane fluxes in riparian buffers and adjacent crop fields,2008,2005-2009,riparian buffer,USA,"Iowa, USA","Two sites within the Bear Creek watershed, Story County and Hamilton County, Iowa, United States of America (42 11 N, 93 30 W)",42.182677,-93.501316,Soil Chemistry;Soil Chemistry;Soil Physical;Ecosystem Functioning
30503726,Kim (2008),Nitrous oxide and methane fluxes in riparian buffers and adjacent crop fields,2008,2005-2009,riparian buffer,USA,"Iowa, USA","Bear Creek watershed, Story County and Hamilton County, Iowa, United States (42 11 N, 93 30 W)",42.182677,-93.501316,Soil Chemistry;Soil Chemistry;Soil Physical;Ecosystem Functioning
30503728,Kim (2008),Nitrous oxide and methane fluxes in riparian buffers and adjacent crop fields,2008,2005-2009,riparian buffer,USA,"Iowa, USA","Bear Creek watershed, Story County and Hamilton County, Iowa, United States (42 11 N, 93 30 W)",42.182677,-93.501316,Soil Chemistry;Soil Chemistry;Soil Physical;Soil Physical;Ecosystem Functioning
30879349,Riddle (2007),Maximizing the impact of field borders for quail and early-succession songbirds: What's the best design for implementation?,2007,2005-2009,field border,USA,"North Carolina, USA","Bladen, Columbus, Duplin, Pender, Sampson, Scotland, and Robeson counties of the southern Coastal Plain of North Carolina",34.638386,-79.10969,Biodiversity
32341321,Andersen (1997),"Densities of overwintering carabids and staphylinids (Col., Carabidae and Staphylinidae) in cereal and grass fields and their boundaries",1997,1995-1999,field boundary,Norway,Norway,"Bjornebekk, As",59.572063,10.92272,Biodiversity
32341322,Aviron (2006),Effects of Swiss agri-environmental measures on arthropod biodiversity in arable landscapes,2006,2005-2009,wild flower strip,Switzerland,Switzerland,"Rafzerfeld, Swiss plateau (4735’30N, 832’00E)",47.591667,8.533333,Biodiversity;Ecosystem Functioning
32341323,Brown (1971),"Shelter-effects on microclimate, growth and water use by irrigated sugar beets in the Great Plains",1971,1970-1974,windbreak,USA,"Nebraska, USA","Scottsbluff (40'57'N, 103'41'W)",40.950005,-103.68327,Soil Physical;Ecosystem Functioning;Human Use;Human Use;Ecosystem Functioning
32341324,Buckingham (1999),Use of set-aside land in winter by declining farmland bird species in the UK,1999,1995-1999,boundary;margin,UK,UK,Devon; East Anglia,50.710097,-3.50671,Biodiversity
32341325,Burt (2002),Water table fluctuations in the riparian zone: comparative results from a pan-European experiment,2002,2000-2004,riparian zone,Multiple,"France, the Netherlands, Romania, Poland, Spain, Switzerland, UK","County Durham, UK (54'42, 1'23'W); Montricher, Lausanne, Switzerland (46'36'N, 6'24'E); Arges river, Southern Romania (44'30'N, 6'51'E); Hazelbeek and Ribbert streams, East Netherlands (51'25'N 6'51'E); Petite Hermitage, NW France (48'3N, 2'3'W), Poland (53'50'N, 21'30'E), Spain (41'42'N, 2'34W)",multiple,multiple,Soil Physical
32341326,Chandler (1998),Beneficial insects move from flowering plants to nearby crops,1998,1995-1999,border strip,USA,"California, USA","Yolo, Fresco, Merced counties",38.732968,-121.807282,Biodiversity;Ecosystem Functioning
32341327,Chaubey (1994),Effectiveness of vegetative filter strips in retaining surface-applied swine manure constituents,1994,1990-1994,vegetated filter strip,USA,"Arkansas, USA","Main Agricaltural Experiment Station, Fayetteville",36.042994,-94.202828,Soil Chemistry;Soil Chemistry;Soil Chemistry
32341328,Coli (1994),Effect of understory and border vegetation composition on phytophagous and predatory mites in Massachusetts commercial apple orchards,1994,1990-1994,border,USA,"Massachusetts, USA",Not described,42.357068,-71.95495,Biodiversity
32341329,Cooper (1984),Nitrate loss and transformation in 2 vegetated headwater streams,1984,1980-1984,grassed channel,New Zealand,New Zealand,"Purukohukohu Landuse Basin, Central Volcanic Plateau, North Island (176'14E, 38'27'S)",-38.514899,176.248685,Soil Chemistry;Soil Chemistry;Soil Physical;Human Use
32341331,Debras (2008),Spatial distribution of an arthropod community in a pear orchard (southern France): Identification of a hedge effect,2008,2005-2009,hedge,France,France,"INRA (National Institutefor Agricultural Research) experimental farm in Avignon (43'54'50.65''N, 4'53'01.71''E) Avignon",43.912044,4.884243,Biodiversity
32341333,Evrard (2008),Seasonal evolution of runoff generation on agricultural land in the Belgian loess belt and implications for muddy flood triggering,2008,2005-2009,grassed buffer strip,Belgium,Belgium,Sint-Truiden catchment,50.815584,5.185086,Soil Physical
32341334,Ferber (1955),Good windbreaks help increase South Dakota crop yields,1955,1955-1959,windbreak,USA,"South Dakota, USA",State-wide,44.492621,-100.706087,Human Use
32341335,Fitzgibbon (1997),"Small mammals in farm woodlands: the effects of habitat, isolation and surrounding land-use patterns",1997,1995-1999,hedge,UK,UK,"Cambridge, Peterborough",52.554321,-0.187764,Biodiversity
32341336,Frank (2006),Effect of early succession in wildflower areas on bug assemblages (Insecta: Heteroptera),2006,2005-2009,wildflower area,Switzerland,Switzerland,Bern (Swiss plateau) and Solothurn (Bucheggberg),46.999956,7.528307,Biodiversity
32341337,Greb (1961),Effects of windbreak plantings on adjacent crops,1961,1960-1964,windbreak,USA,"Colorado, USA",Akron station,40.082539,-103.218013,Soil Chemistry;Soil Chemistry;Soil Physical;Human Use;Ecosystem Functioning
32341338,Green (1984),The feeding ecology and survival of partridge chicks (Alectoris rufa and Perdix perdix) on arable farmland in East Anglia,1984,1980-1984,hedgerow,UK,UK,Norfolk,52.613969,0.886402,Biodiversity;Ecosystem Functioning
32341339,Haughton (2001),The effect of the herbicide glyphosate on non‐target spiders: Part II. Indirect effects on Lepthyphantes tenuis in field margins,2001,2000-2004,field margin,UK,UK,"Allerton Research and Educational Trust's Loddington Estate, (SK789015) Leicestershire",52.772571,-1.205213,Biodiversity
32341340,Hawkes (1973),Factors affecting the aggregation of the adult cabbage root fly (Erioischia brassicae (Bouché)) at hedges,1973,1970-1974,hedge,UK,UK,Not described,52.831319,-1.770154,Biodiversity
32341341,Jordan (1993),Nutrient interception by a riparian forest receiving inputs from adjacent cropland,1993,1990-1994,riparian forest,USA,"Maryland, USA",Delmarva peninsula,38.582661,-75.527665,Soil Chemistry;Soil Chemistry;Soil Physical;Soil Chemistry;Soil Physical;Soil Physical
32341342,Karr (2001),Tracing nitrate transport and environmental impact from intensive swine farming using delta nitrogen-15,2001,2000-2004,riparian buffer,USA,"North Carolina, USA",Turkey,34.99238,-78.183048,Soil Chemistry;Soil Chemistry
32341343,Kleijn (2006),Mixed biodiversity benefits of agri‐environment schemes in five European countries,2006,2005-2009,field margin,UK,UK,"Avon, Dorset, Gloucestershire, Somerset and Wiltshire, UK",51.864211,-2.238033,Biodiversity;Ecosystem Functioning;Soil Chemistry;Pollution
32341344,Kort (2012),Effects of shelterbelts on snow distribution and sublimation,2012,2010-2014,shelterbelt,Canada,"Manitoba and Saskatchewan, Canada","Carman, Winkler, Morden, MB Indian Head, Lipton, Conquest, SK",multiple,multiple,Pollution;Ecosystem Functioning
32341345,Lewis (1969),The distribution of flying insects near a low hedgerow,1969,1965-1969,hedgerow,UK,UK,Not stated,52.831319,-1.770154,Biodiversity
32341346,Lewis (1970),Patterns of distribution of insects near a windbreak of tall trees,1970,1970-1974,windbreak,UK,UK,Not described,52.831319,-1.770154,Biodiversity;Human Use;Ecosystem Functioning
32341347,Line (1991),Sediment trapping effectiveness of grass strips,1991,1990-1994,grass strip,USA,"Mississippi, USA",Panola county,34.419802,-89.925323,Soil Physical;Soil Physical;Ecosystem Functioning
32341348,Line (2000),Nonpoint-source pollutant load reductions associated with livestock exclusion,2000,2000-2004,riparian corridor,USA,"North Carolina, USA",Piedmont region,36.086289,-80.006126,Soil Chemistry;Soil Chemistry;Soil Chemistry;Soil Physical;Soil Physical
32341350,Maelfait (1990),The border zone of an intensively grazed pasture as a corridor for spiders Araneae,1990,1990-1994,border zone,Belgium,Belgium,University of Ghent at Melle (east of Ghent),51.046475,3.728416,Biodiversity
32341351,Magette (1989),Nutrient and sediment removal by vegetated filter strips,1989,1985-1989,vegetated filter strip,USA,"Not stated, USA",1075-8,37.068917,-95.448928,Soil Chemistry;Soil Chemistry;Soil Physical;Soil Physical
32341352,Mander (1996),The potential role of wet meadows and grey alder forests as buffer zones,1996,1995-1999,riparian buffer,Estonia,Estonia,Porijogi river catchment,58.356708,25.625304,Soil Chemistry;Soil Chemistry
32341353,Marino (1997),Weed seed loss due to predation in Michigan maize fields,1997,1995-1999,hedgerow,USA,"Michigan, USA","Dansville (4250""N,8430""W)",42.833157,-84.499633,Human Use
32341354,Martin (1999),Groundwater nitrate concentrations in the riparian zones of two southern Ontario streams,1999,1995-1999,riparian zone,Canada,"Ontario, Canada","Speed river, Oustic (43""42N 80""59W); Carroll Creek (43'39 N 80'29'W)17 km northwest of Gueloh",43.700744,-80.9815,Soil Chemistry
32341355,McKergow (2003),"Before and after riparian management: sediment and nutrient exports from a small agricultural catchment, Western Australia",2003,2000-2004,riparian buffer,Australia,"Western Australia, Australia",Albany,-35.027525,117.883975,Soil Chemistry;Soil Chemistry;Soil Physical
32341357,Nicholls (2001),The effects of a vegetational corridor on the abundance and dispersal of insect biodiversity within a northern California organic vineyard,2001,2000-2004,vegetational corridor;riparian forest,USA,"California, USA",Hopeland,38.972858,-123.116367,Biodiversity
32341358,Öckinger (2007),Semi‐natural grasslands as population sources for pollinating insects in agricultural landscapes,2007,2005-2009,field margin,Sweden,Sweden,Southern Sweden,56.497976,14.501189,Biodiversity;Ecosystem Functioning;Ecosystem Functioning
32341359,Ogbuehi (1981),"Influence of Windbreak-Shelter on Light Interception, Stomatal Conductance, and CO 2-Exchange Rate of Soybeans, Glycine max (Linnaeus) Merrill",1981,1980-1984,windbreak,USA,"Nebraska, USA","University of Nebraska-Lincoln Field Laboratory, Mead (41' 29' N; 96'30'W)",41.453032,-96.414606,Ecosystem Functioning;Ecosystem Functioning
32341360,Pinay (1988),The role of riparian woods in regulating nitrogen fluxes between the alluvial aquifer and surface water: a conceptual model,1988,1985-1989,riparian woodland,France,France,"River Louge, Garonne Valley 20 km south of Toulouse",43.399033,1.456254,Soil Chemistry;Ecosystem Functioning
32341361,Schlosser (1981),Water quality in agricultural watersheds: impact of riparian vegetation during base flow,1981,1980-1984,riparian vegetation,USA,"Illinois, USA","Champaign and Vermilion Counties, Coles and Cumberland counties",37.411369,-89.080864,Soil Chemistry;Soil Physical
32341362,Shah (1970),Nitrogen uptake of plants affected by windbreaks,1970,1970-1974,windbreak,Canada,"Manitoba, Canada","Altona, Newton",49.103498,-97.555495,Soil Chemistry;Soil Chemistry;Soil Physical
32341363,Smith (1989),"Riparian pasture retirement effects on sediment, phosphorus, and nitrogen in channellised surface run‐off from pastures",1989,1985-1989,retired pasture strip,New Zealand,New Zealand,"Tauwhare, Hamilton",-37.785472,175.412103,Soil Chemistry;Soil Chemistry;Soil Physical
32341364,Thomas (1991),Creation of'island'habitats in farmland to manipulate populations of beneficial arthropods: predator densities and emigration,1991,1990-1994,earth bank,UK,UK,North Hampshire,51.08503,-1.310407,Biodiversity;Human Use;Ecosystem Functioning
32341365,Udawatta (2008),Variations in soil aggregate stability and enzyme activities in a temperate agroforestry practice,2008,2005-2009,grass buffer;agroforestry buffer;grassed waterway,USA,"Missouri, USA","University of Missouri, Greenley, Memorial Research Center near Novelty (40' 01' N, 92'11' W)",39.989689,-92.18399,Soil Chemistry;Soil Chemistry;Soil Physical
